# x y u(x,y) v(x,y)
-0.12 -0.23 0.0995303 3.93113e-05
-0.12 -0.22 0.101736 4.03752e-05
-0.12 -0.21 0.103842 4.1399e-05
-0.12 -0.2 0.105848 4.23817e-05
-0.12 -0.19 0.107754 4.33224e-05
-0.12 -0.18 0.109561 4.42202e-05
-0.12 -0.17 0.111267 4.50742e-05
-0.12 -0.16 0.112873 4.58835e-05
-0.12 -0.15 0.11438 4.66474e-05
-0.12 -0.14 0.115787 4.73651e-05
-0.12 -0.13 0.117094 4.8036e-05
-0.12 -0.12 0.118301 4.86593e-05
-0.12 -0.11 0.119408 4.92345e-05
-0.12 -0.1 0.120415 4.97611e-05
-0.12 -0.09 0.121322 5.02384e-05
-0.12 -0.08 0.122129 5.0666e-05
-0.12 -0.07 0.122836 5.10436e-05
-0.12 -0.06 0.123444 5.13707e-05
-0.12 -0.05 0.123951 5.16471e-05
-0.12 -0.04 0.124358 5.18725e-05
-0.12 -0.03 0.124666 5.20466e-05
-0.12 -0.02 0.124873 5.21693e-05
-0.12 -0.01 0.124981 5.22405e-05
-0.12 0 0.124988 5.22601e-05
-0.12 0.01 0.124895 5.22282e-05
-0.12 0.02 0.124703 5.21447e-05
-0.12 0.03 0.12441 5.20098e-05
-0.12 0.04 0.124018 5.18235e-05
-0.12 0.05 0.123525 5.15861e-05
-0.12 0.06 0.122932 5.12978e-05
-0.12 0.07 0.122239 5.0959e-05
-0.12 0.08 0.121447 5.05699e-05
-0.12 0.09 0.120554 5.0131e-05
-0.12 0.1 0.119561 4.96426e-05
-0.12 0.11 0.118468 4.91054e-05
-0.12 0.12 0.117275 4.85198e-05
-0.12 0.13 0.115981 4.78863e-05
-0.12 0.14 0.114588 4.72058e-05
-0.12 0.15 0.113095 4.64788e-05
-0.12 0.16 0.111501 4.5706e-05
-0.12 0.17 0.109807 4.48883e-05
-0.12 0.18 0.108014 4.40264e-05
-0.12 0.19 0.10612 4.31213e-05
-0.12 0.2 0.104126 4.21738e-05
-0.12 0.21 0.102032 4.11848e-05
-0.12 0.22 0.0998372 4.01555e-05
-0.12 0.23 0.0975427 3.90867e-05
-0.12 0.24 0.095148 3.79796e-05
-0.12 0.25 0.0926532 3.68353e-05
-0.12 0.26 0.0900582 3.56548e-05
-0.12 0.27 0.0873631 3.44395e-05
-0.12 0.28 0.0845677 3.31905e-05
-0.12 0.29 0.0816722 3.19091e-05
-0.12 0.3 0.0786765 3.05965e-05
-0.12 0.31 0.0755806 2.9254e-05
-0.12 0.32 0.0723845 2.78831e-05
-0.12 0.33 0.0690882 2.6485e-05
-0.12 0.34 0.0656917 2.50612e-05
-0.12 0.35 0.062195 2.3613e-05
-0.12 0.36 0.0585981 2.2142e-05
-0.12 0.37 0.0549009 2.06496e-05
-0.12 0.38 0.0511036 1.91372e-05
-0.12 0.39 0.047206 1.76065e-05
-0.12 0.4 0.0432082 1.60589e-05
-0.12 0.41 0.0391102 1.44959e-05
-0.12 0.42 0.0349119 1.29192e-05
-0.12 0.43 0.0306134 1.13303e-05
-0.12 0.44 0.0262147 9.7307e-06
-0.12 0.45 0.0217158 8.12211e-06
-0.12 0.46 0.0171166 6.5061e-06
-0.12 0.47 0.0124172 4.88426e-06
-0.12 0.48 0.00761756 3.25822e-06
-0.12 0.49 0.00271769 1.6296e-06

-0.11 -0.5 0.00224358 -0
-0.11 -0.49 0.00714391 1.62488e-06
-0.11 -0.48 0.0119445 3.24753e-06
-0.11 -0.47 0.0166453 4.86637e-06
-0.11 -0.46 0.0212463 6.47982e-06
-0.11 -0.45 0.0257476 8.08631e-06
-0.11 -0.44 0.0301491 9.68424e-06
-0.11 -0.43 0.0344508 1.12721e-05
-0.11 -0.42 0.0386528 1.28483e-05
-0.11 -0.41 0.042755 1.44113e-05
-0.11 -0.4 0.0467574 1.59595e-05
-0.11 -0.39 0.05066 1.74916e-05
-0.11 -0.38 0.0544628 1.90059e-05
-0.11 -0.37 0.0581659 2.0501e-05
-0.11 -0.36 0.0617692 2.19755e-05
-0.11 -0.35 0.0652726 2.34278e-05
-0.11 -0.34 0.0686763 2.48567e-05
-0.11 -0.33 0.0719802 2.62606e-05
-0.11 -0.32 0.0751843 2.76382e-05
-0.11 -0.31 0.0782886 2.89882e-05
-0.11 -0.3 0.081293 3.03093e-05
-0.11 -0.29 0.0841977 3.16001e-05
-0.11 -0.28 0.0870025 3.28595e-05
-0.11 -0.27 0.0897075 3.40861e-05
-0.11 -0.26 0.0923127 3.52788e-05
-0.11 -0.25 0.094818 3.64364e-05
-0.11 -0.24 0.0972235 3.75579e-05
-0.11 -0.23 0.0995292 3.8642e-05
-0.11 -0.22 0.101735 3.96877e-05
-0.11 -0.21 0.103841 4.06941e-05
-0.11 -0.2 0.105847 4.16601e-05
-0.11 -0.19 0.107753 4.25849e-05
-0.11 -0.18 0.10956 4.34674e-05
-0.11 -0.17 0.111266 4.43068e-05
-0.11 -0.16 0.112873 4.51024e-05
-0.11 -0.15 0.114379 4.58533e-05
-0.11 -0.14 0.115786 4.65588e-05
-0.11 -0.13 0.117093 4.72183e-05
-0.11 -0.12 0.1183 4.7831e-05
-0.11 -0.11 0.119407 4.83965e-05
-0.11 -0.1 0.120414 4.8914e-05
-0.11 -0.09 0.121321 4.93832e-05
-0.11 -0.08 0.122129 4.98036e-05
-0.11 -0.07 0.122836 5.01748e-05
-0.11 -0.06 0.123443 5.04964e-05
-0.11 -0.05 0.123951 5.0768e-05
-0.11 -0.04 0.124358 5.09896e-05
-0.11 -0.03 0.124666 5.11608e-05
-0.11 -0.02 0.124873 5.12814e-05
-0.11 -0.01 0.124981 5.13514e-05
-0.11 0 0.124988 5.13707e-05
-0.11 0.01 0.124896 5.13394e-05
-0.11 0.02 0.124703 5.12573e-05
-0.11 0.03 0.12441 5.11247e-05
-0.11 0.04 0.124018 5.09416e-05
-0.11 0.05 0.123525 5.07083e-05
-0.11 0.06 0.122933 5.04249e-05
-0.11 0.07 0.12224 5.00918e-05
-0.11 0.08 0.121447 4.97094e-05
-0.11 0.09 0.120554 4.92779e-05
-0.11 0.1 0.119561 4.87979e-05
-0.11 0.11 0.118468 4.82698e-05
-0.11 0.12 0.117275 4.76942e-05
-0.11 0.13 0.115982 4.70716e-05
-0.11 0.14 0.114589 4.64026e-05
-0.11 0.15 0.113095 4.5688e-05
-0.11 0.16 0.111502 4.49284e-05
-0.11 0.17 0.109808 4.41246e-05
-0.11 0.18 0.108015 4.32774e-05
-0.11 0.19 0.106121 4.23877e-05
-0.11 0.2 0.104127 4.14563e-05
-0.11 0.21 0.102033 4.04842e-05
-0.11 0.22 0.0998382 3.94723e-05
-0.11 0.23 0.0975438 3.84218e-05
-0.11 0.24 0.0951492 3.73335e-05
-0.11 0.25 0.0926544 3.62086e-05
-0.11 0.26 0.0900595 3.50483e-05
-0.11 0.27 0.0873643 3.38537e-05
-0.11 0.28 0.084569 3.26259e-05
-0.11 0.29 0.0816735 3.13663e-05
-0.11 0.3 0.0786779 3.0076e-05
-0.11 0.31 0.075582 2.87564e-05
-0.11 0.32 0.0723859 2.74088e-05
-0.11 0.33 0.0690896 2.60345e-05
-0.11 0.34 0.0656931 2.46349e-05
-0.11 0.35 0.0621965 2.32114e-05
-0.11 0.36 0.0585995 2.17654e-05
-0.11 0.37 0.0549024 2.02984e-05
-0.11 0.38 0.0511051 1.88118e-05
-0.11 0.39 0.0472075 1.73071e-05
-0.11 0.4 0.0432097 1.57858e-05
-0.11 0.41 0.0391117 1.42494e-05
-0.11 0.42 0.0349135 1.26995e-05
-0.11 0.43 0.030615 1.11376e-05
-0.11 0.44 0.0262163 9.56524e-06
-0.11 0.45 0.0217174 7.984e-06
-0.11 0.46 0.0171182 6.39547e-06
-0.11 0.47 0.0124188 4.80121e-06
-0.11 0.48 0.00761919 3.20282e-06
-0.11 0.49 0.00271932 1.60189e-06

-0.1 -0.5 0.00224195 -0
-0.1 -0.49 0.00714229 1.5967e-06
-0.1 -0.48 0.0119429 3.19121e-06
-0.1 -0.47 0.0166437 4.78198e-06
-0.1 -0.46 0.0212447 6.36745e-06
-0.1 -0.45 0.025746 7.94608e-06
-0.1 -0.44 0.0301475 9.51631e-06
-0.1 -0.43 0.0344492 1.10766e-05
-0.1 -0.42 0.0386512 1.26255e-05
-0.1 -0.41 0.0427534 1.41614e-05
-0.1 -0.4 0.0467558 1.56828e-05
-0.1 -0.39 0.0506585 1.71883e-05
-0.1 -0.38 0.0544613 1.86764e-05
-0.1 -0.37 0.0581644 2.01456e-05
-0.1 -0.36 0.0617677 2.15945e-05
-0.1 -0.35 0.0652712 2.30216e-05
-0.1 -0.34 0.0686749 2.44257e-05
-0.1 -0.33 0.0719788 2.58053e-05
-0.1 -0.32 0.0751829 2.71591e-05
-0.1 -0.31 0.0782872 2.84857e-05
-0.1 -0.3 0.0812917 2.97839e-05
-0.1 -0.29 0.0841964 3.10523e-05
-0.1 -0.28 0.0870013 3.22899e-05
-0.1 -0.27 0.0897063 3.34952e-05
-0.1 -0.26 0.0923115 3.46673e-05
-0.1 -0.25 0.0948169 3.58049e-05
-0.1 -0.24 0.0972225 3.69069e-05
-0.1 -0.23 0.0995282 3.79722e-05
-0.1 -0.22 0.101734 3.89999e-05
-0.1 -0.21 0.10384 3.99888e-05
-0.1 -0.2 0.105846 4.09381e-05
-0.1 -0.19 0.107752 4.18468e-05
-0.1 -0.18 0.109559 4.2714e-05
-0.1 -0.17 0.111265 4.3539e-05
-0.1 -0.16 0.112872 4.43208e-05
-0.1 -0.15 0.114379 4.50587e-05
-0.1 -0.14 0.115786 4.5752e-05
-0.1 -0.13 0.117092 4.64e-05
-0.1 -0.12 0.1183 4.70022e-05
-0.1 -0.11 0.119407 4.75578e-05
-0.1 -0.1 0.120414 4.80664e-05
-0.1 -0.09 0.121321 4.85275e-05
-0.1 -0.08 0.122128 4.89406e-05
-0.1 -0.07 0.122836 4.93054e-05
-0.1 -0.06 0.123443 4.96214e-05
-0.1 -0.05 0.123951 4.98884e-05
-0.1 -0.04 0.124358 5.01061e-05
-0.1 -0.03 0.124666 5.02743e-05
-0.1 -0.02 0.124873 5.03929e-05
-0.1 -0.01 0.124981 5.04617e-05
-0.1 0 0.124988 5.04807e-05
-0.1 0.01 0.124896 5.04499e-05
-0.1 0.02 0.124703 5.03693e-05
-0.1 0.03 0.124411 5.0239e-05
-0.1 0.04 0.124018 5.00591e-05
-0.1 0.05 0.123525 4.98298e-05
-0.1 0.06 0.122933 4.95514e-05
-0.1 0.07 0.12224 4.92241e-05
-0.1 0.08 0.121447 4.88483e-05
-0.1 0.09 0.120555 4.84243e-05
-0.1 0.1 0.119562 4.79526e-05
-0.1 0.11 0.118469 4.74337e-05
-0.1 0.12 0.117276 4.6868e-05
-0.1 0.13 0.115983 4.62562e-05
-0.1 0.14 0.114589 4.55989e-05
-0.1 0.15 0.113096 4.48966e-05
-0.1 0.16 0.111503 4.41502e-05
-0.1 0.17 0.109809 4.33603e-05
-0.1 0.18 0.108015 4.25278e-05
-0.1 0.19 0.106122 4.16535e-05
-0.1 0.2 0.104128 4.07383e-05
-0.1 0.21 0.102034 3.9783e-05
-0.1 0.22 0.0998393 3.87887e-05
-0.1 0.23 0.0975449 3.77564e-05
-0.1 0.24 0.0951503 3.6687e-05
-0.1 0.25 0.0926556 3.55816e-05
-0.1 0.26 0.0900607 3.44414e-05
-0.1 0.27 0.0873656 3.32674e-05
-0.1 0.28 0.0845703 3.2061e-05
-0.1 0.29 0.0816748 3.08231e-05
-0.1 0.3 0.0786792 2.95552e-05
-0.1 0.31 0.0755833 2.82585e-05
-0.1 0.32 0.0723873 2.69342e-05
-0.1 0.33 0.069091 2.55837e-05
-0.1 0.34 0.0656946 2.42084e-05
-0.1 0.35 0.0621979 2.28095e-05
-0.1 0.36 0.058601 2.13886e-05
-0.1 0.37 0.0549039 1.99469e-05
-0.1 0.38 0.0511066 1.84861e-05
-0.1 0.39 0.047209 1.70074e-05
-0.1 0.4 0.0432113 1.55125e-05
-0.1 0.41 0.0391133 1.40027e-05
-0.1 0.42 0.0349151 1.24796e-05
-0.1 0.43 0.0306166 1.09448e-05
-0.1 0.44 0.0262179 9.39965e-06
-0.1 0.45 0.021719 7.84579e-06
-0.1 0.46 0.0171198 6.28476e-06
-0.1 0.47 0.0124204 4.71811e-06
-0.1 0.48 0.00762079 3.14738e-06
-0.1 0.49 0.00272092 1.57416e-06

-0.09 -0.5 0.00224036 -0
-0.09 -0.49 0.0071407 1.5685e-06
-0.09 -0.48 0.0119413 3.13486e-06
-0.09 -0.47 0.0166421 4.69755e-06
-0.09 -0.46 0.0212431 6.25503e-06
-0.09 -0.45 0.0257444 7.80578e-06
-0.09 -0.44 0.0301459 9.3483e-06
-0.09 -0.43 0.0344477 1.08811e-05
-0.09 -0.42 0.0386497 1.24026e-05
-0.09 -0.41 0.0427519 1.39114e-05
-0.09 -0.4 0.0467543 1.54059e-05
-0.09 -0.39 0.050657 1.68849e-05
-0.09 -0.38 0.0544599 1.83467e-05
-0.09 -0.37 0.058163 1.97899e-05
-0.09 -0.36 0.0617663 2.12133e-05
-0.09 -0.35 0.0652698 2.26153e-05
-0.09 -0.34 0.0686735 2.39946e-05
-0.09 -0.33 0.0719775 2.53498e-05
-0.09 -0.32 0.0751816 2.66797e-05
-0.09 -0.31 0.0782859 2.79829e-05
-0.09 -0.3 0.0812905 2.92582e-05
-0.09 -0.29 0.0841952 3.05043e-05
-0.09 -0.28 0.0870001 3.172e-05
-0.09 -0.27 0.0897052 3.29041e-05
-0.09 -0.26 0.0923104 3.40555e-05
-0.09 -0.25 0.0948158 3.5173e-05
-0.09 -0.24 0.0972214 3.62555e-05
-0.09 -0.23 0.0995271 3.73021e-05
-0.09 -0.22 0.101733 3.83116e-05
-0.09 -0.21 0.103839 3.92831e-05
-0.09 -0.2 0.105845 4.02157e-05
-0.09 -0.19 0.107752 4.11084e-05
-0.09 -0.18 0.109558 4.19603e-05
-0.09 -0.17 0.111265 4.27707e-05
-0.09 -0.16 0.112871 4.35387e-05
-0.09 -0.15 0.114378 4.42636e-05
-0.09 -0.14 0.115785 4.49447e-05
-0.09 -0.13 0.117092 4.55813e-05
-0.09 -0.12 0.118299 4.61729e-05
-0.09 -0.11 0.119406 4.67187e-05
-0.09 -0.1 0.120413 4.72184e-05
-0.09 -0.09 0.121321 4.76713e-05
-0.09 -0.08 0.122128 4.80772e-05
-0.09 -0.07 0.122835 4.84355e-05
-0.09 -0.06 0.123443 4.8746e-05
-0.09 -0.05 0.12395 4.90083e-05
-0.09 -0.04 0.124358 4.92222e-05
-0.09 -0.03 0.124665 4.93874e-05
-0.09 -0.02 0.124873 4.95039e-05
-0.09 -0.01 0.124981 4.95716e-05
-0.09 0 0.124988 4.95902e-05
-0.09 0.01 0.124896 4.956e-05
-0.09 0.02 0.124703 4.94808e-05
-0.09 0.03 0.124411 4.93528e-05
-0.09 0.04 0.124018 4.91761e-05
-0.09 0.05 0.123526 4.89509e-05
-0.09 0.06 0.122933 4.86774e-05
-0.09 0.07 0.122241 4.83559e-05
-0.09 0.08 0.121448 4.79867e-05
-0.09 0.09 0.120555 4.75702e-05
-0.09 0.1 0.119562 4.71069e-05
-0.09 0.11 0.118469 4.65971e-05
-0.09 0.12 0.117276 4.60414e-05
-0.09 0.13 0.115983 4.54404e-05
-0.09 0.14 0.11459 4.47947e-05
-0.09 0.15 0.113097 4.41048e-05
-0.09 0.16 0.111503 4.33716e-05
-0.09 0.17 0.10981 4.25957e-05
-0.09 0.18 0.108016 4.17778e-05
-0.09 0.19 0.106123 4.0919e-05
-0.09 0.2 0.104129 4.00199e-05
-0.09 0.21 0.102035 3.90815e-05
-0.09 0.22 0.0998403 3.81047e-05
-0.09 0.23 0.097546 3.70906e-05
-0.09 0.24 0.0951514 3.604e-05
-0.09 0.25 0.0926567 3.49542e-05
-0.09 0.26 0.0900618 3.38341e-05
-0.09 0.27 0.0873668 3.26809e-05
-0.09 0.28 0.0845715 3.14957e-05
-0.09 0.29 0.0816761 3.02797e-05
-0.09 0.3 0.0786805 2.90341e-05
-0.09 0.31 0.0755847 2.77603e-05
-0.09 0.32 0.0723886 2.64593e-05
-0.09 0.33 0.0690924 2.51327e-05
-0.09 0.34 0.065696 2.37816e-05
-0.09 0.35 0.0621993 2.24074e-05
-0.09 0.36 0.0586025 2.10115e-05
-0.09 0.37 0.0549054 1.95953e-05
-0.09 0.38 0.0511081 1.81602e-05
-0.09 0.39 0.0472105 1.67076e-05
-0.09 0.4 0.0432128 1.5239e-05
-0.09 0.41 0.0391148 1.37559e-05
-0.09 0.42 0.0349166 1.22597e-05
-0.09 0.43 0.0306181 1.07519e-05
-0.09 0.44 0.0262195 9.23397e-06
-0.09 0.45 0.0217205 7.7075e-06
-0.09 0.46 0.0171214 6.17399e-06
-0.09 0.47 0.012422 4.63495e-06
-0.09 0.48 0.00762236 3.09191e-06
-0.09 0.49 0.0027225 1.54642e-06

-0.08 -0.5 0.00223879 -0
-0.08 -0.49 0.00713913 1.5403e-06
-0.08 -0.48 0.0119397 3.07849e-06
-0.08 -0.47 0.0166405 4.61308e-06
-0.08 -0.46 0.0212416 6.14256e-06
-0.08 -0.45 0.0257429 7.66544e-06
-0.08 -0.44 0.0301444 9.18022e-06
-0.08 -0.43 0.0344462 1.06854e-05
-0.08 -0.42 0.0386482 1.21796e-05
-0.08 -0.41 0.0427504 1.36613e-05
-0.08 -0.4 0.0467528 1.5129e-05
-0.08 -0.39 0.0506555 1.65813e-05
-0.08 -0.38 0.0544584 1.80169e-05
-0.08 -0.37 0.0581615 1.94342e-05
-0.08 -0.36 0.0617649 2.08319e-05
-0.08 -0.35 0.0652684 2.22087e-05
-0.08 -0.34 0.0686722 2.35633e-05
-0.08 -0.33 0.0719761 2.48942e-05
-0.08 -0.32 0.0751803 2.62001e-05
-0.08 -0.31 0.0782847 2.74799e-05
-0.08 -0.3 0.0812892 2.87323e-05
-0.08 -0.29 0.084194 2.9956e-05
-0.08 -0.28 0.0869989 3.11499e-05
-0.08 -0.27 0.089704 3.23127e-05
-0.08 -0.26 0.0923093 3.34434e-05
-0.08 -0.25 0.0948147 3.45408e-05
-0.08 -0.24 0.0972204 3.5604e-05
-0.08 -0.23 0.0995261 3.66317e-05
-0.08 -0.22 0.101732 3.76231e-05
-0.08 -0.21 0.103838 3.85772e-05
-0.08 -0.2 0.105844 3.9493e-05
-0.08 -0.19 0.107751 4.03697e-05
-0.08 -0.18 0.109557 4.12063e-05
-0.08 -0.17 0.111264 4.20021e-05
-0.08 -0.16 0.112871 4.27564e-05
-0.08 -0.15 0.114377 4.34683e-05
-0.08 -0.14 0.115784 4.41371e-05
-0.08 -0.13 0.117091 4.47623e-05
-0.08 -0.12 0.118298 4.53432e-05
-0.08 -0.11 0.119406 4.58793e-05
-0.08 -0.1 0.120413 4.637e-05
-0.08 -0.09 0.12132 4.68148e-05
-0.08 -0.08 0.122128 4.72134e-05
-0.08 -0.07 0.122835 4.75653e-05
-0.08 -0.06 0.123443 4.78702e-05
-0.08 -0.05 0.12395 4.81278e-05
-0.08 -0.04 0.124358 4.83379e-05
-0.08 -0.03 0.124665 4.85002e-05
-0.08 -0.02 0.124873 4.86146e-05
-0.08 -0.01 0.124981 4.8681e-05
-0.08 0 0.124988 4.86994e-05
-0.08 0.01 0.124896 4.86697e-05
-0.08 0.02 0.124703 4.85919e-05
-0.08 0.03 0.124411 4.84662e-05
-0.08 0.04 0.124019 4.82927e-05
-0.08 0.05 0.123526 4.80716e-05
-0.08 0.06 0.122934 4.7803e-05
-0.08 0.07 0.122241 4.74873e-05
-0.08 0.08 0.121448 4.71248e-05
-0.08 0.09 0.120556 4.67158e-05
-0.08 0.1 0.119563 4.62608e-05
-0.08 0.11 0.11847 4.57602e-05
-0.08 0.12 0.117277 4.52145e-05
-0.08 0.13 0.115984 4.46243e-05
-0.08 0.14 0.114591 4.39901e-05
-0.08 0.15 0.113098 4.33127e-05
-0.08 0.16 0.111504 4.25926e-05
-0.08 0.17 0.109811 4.18307e-05
-0.08 0.18 0.108017 4.10275e-05
-0.08 0.19 0.106123 4.01841e-05
-0.08 0.2 0.10413 3.93012e-05
-0.08 0.21 0.102036 3.83797e-05
-0.08 0.22 0.0998413 3.74204e-05
-0.08 0.23 0.097547 3.64245e-05
-0.08 0.24 0.0951525 3.53929e-05
-0.08 0.25 0.0926578 3.43265e-05
-0.08 0.26 0.090063 3.32265e-05
-0.08 0.27 0.087368 3.2094e-05
-0.08 0.28 0.0845727 3.09301e-05
-0.08 0.29 0.0816773 2.9736e-05
-0.08 0.3 0.0786817 2.85128e-05
-0.08 0.31 0.075586 2.72618e-05
-0.08 0.32 0.07239 2.59843e-05
-0.08 0.33 0.0690938 2.46814e-05
-0.08 0.34 0.0656973 2.33546e-05
-0.08 0.35 0.0622007 2.20051e-05
-0.08 0.36 0.0586039 2.06343e-05
-0.08 0.37 0.0549068 1.92435e-05
-0.08 0.38 0.0511095 1.78342e-05
-0.08 0.39 0.047212 1.64077e-05
-0.08 0.4 0.0432143 1.49655e-05
-0.08 0.41 0.0391163 1.35089e-05
-0.08 0.42 0.0349181 1.20396e-05
-0.08 0.43 0.0306197 1.05588e-05
-0.08 0.44 0.026221 9.06821e-06
-0.08 0.45 0.0217221 7.56915e-06
-0.08 0.46 0.0171229 6.06316e-06
-0.08 0.47 0.0124235 4.55175e-06
-0.08 0.48 0.00762391 3.03641e-06
-0.08 0.49 0.00272404 1.51866e-06

-0.07 -0.5 0.00223725 -0
-0.07 -0.49 0.00713759 1.51209e-06
-0.07 -0.48 0.0119382 3.02211e-06
-0.07 -0.47 0.016639 4.5286e-06
-0.07 -0.46 0.0212401 6.03007e-06
-0.07 -0.45 0.0257414 7.52506e-06
-0.07 -0.44 0.0301429 9.01211e-06
-0.07 -0.43 0.0344447 1.04898e-05
-0.07 -0.42 0.0386467 1.19566e-05
-0.07 -0.41 0.0427489 1.34111e-05
-0.07 -0.4 0.0467514 1.4852e-05
-0.07 -0.39 0.0506541 1.62777e-05
-0.07 -0.38 0.054457 1.7687e-05
-0.07 -0.37 0.0581601 1.90784e-05
-0.07 -0.36 0.0617635 2.04505e-05
-0.07 -0.35 0.0652671 2.18021e-05
-0.07 -0.34 0.0686708 2.31318e-05
-0.07 -0.33 0.0719748 2.44384e-05
-0.07 -0.32 0.075179 2.57205e-05
-0.07 -0.31 0.0782834 2.69768e-05
-0.07 -0.3 0.081288 2.82063e-05
-0.07 -0.29 0.0841928 2.94076e-05
-0.07 -0.28 0.0869977 3.05796e-05
-0.07 -0.27 0.0897029 3.17212e-05
-0.07 -0.26 0.0923082 3.28312e-05
-0.07 -0.25 0.0948137 3.39086e-05
-0.07 -0.24 0.0972193 3.49522e-05
-0.07 -0.23 0.0995251 3.59612e-05
-0.07 -0.22 0.101731 3.69344e-05
-0.07 -0.21 0.103837 3.78711e-05
-0.07 -0.2 0.105843 3.87701e-05
-0.07 -0.19 0.10775 3.96307e-05
-0.07 -0.18 0.109556 4.04521e-05
-0.07 -0.17 0.111263 4.12334e-05
-0.07 -0.16 0.11287 4.19738e-05
-0.07 -0.15 0.114377 4.26727e-05
-0.07 -0.14 0.115784 4.33293e-05
-0.07 -0.13 0.117091 4.39431e-05
-0.07 -0.12 0.118298 4.45134e-05
-0.07 -0.11 0.119405 4.50397e-05
-0.07 -0.1 0.120412 4.55214e-05
-0.07 -0.09 0.12132 4.59581e-05
-0.07 -0.08 0.122127 4.63494e-05
-0.07 -0.07 0.122835 4.66949e-05
-0.07 -0.06 0.123442 4.69942e-05
-0.07 -0.05 0.12395 4.72471e-05
-0.07 -0.04 0.124358 4.74533e-05
-0.07 -0.03 0.124665 4.76127e-05
-0.07 -0.02 0.124873 4.7725e-05
-0.07 -0.01 0.124981 4.77903e-05
-0.07 0 0.124988 4.78083e-05
-0.07 0.01 0.124896 4.77791e-05
-0.07 0.02 0.124704 4.77028e-05
-0.07 0.03 0.124411 4.75795e-05
-0.07 0.04 0.124019 4.74091e-05
-0.07 0.05 0.123526 4.7192e-05
-0.07 0.06 0.122934 4.69284e-05
-0.07 0.07 0.122241 4.66185e-05
-0.07 0.08 0.121449 4.62626e-05
-0.07 0.09 0.120556 4.58611e-05
-0.07 0.1 0.119563 4.54144e-05
-0.07 0.11 0.118471 4.4923e-05
-0.07 0.12 0.117278 4.43873e-05
-0.07 0.13 0.115985 4.38079e-05
-0.07 0.14 0.114592 4.31854e-05
-0.07 0.15 0.113098 4.25203e-05
-0.07 0.16 0.111505 4.18134e-05
-0.07 0.17 0.109812 4.10654e-05
-0.07 0.18 0.108018 4.0277e-05
-0.07 0.19 0.106124 3.9449e-05
-0.07 0.2 0.10413 3.85823e-05
-0.07 0.21 0.102036 3.76776e-05
-0.07 0.22 0.0998423 3.67359e-05
-0.07 0.23 0.097548 3.57582e-05
-0.07 0.24 0.0951536 3.47455e-05
-0.07 0.25 0.0926589 3.36986e-05
-0.07 0.26 0.0900641 3.26188e-05
-0.07 0.27 0.0873691 3.1507e-05
-0.07 0.28 0.0845739 3.03644e-05
-0.07 0.29 0.0816786 2.91921e-05
-0.07 0.3 0.078683 2.79913e-05
-0.07 0.31 0.0755872 2.67632e-05
-0.07 0.32 0.0723913 2.5509e-05
-0.07 0.33 0.0690951 2.423e-05
-0.07 0.34 0.0656987 2.29275e-05
-0.07 0.35 0.0622021 2.16026e-05
-0.07 0.36 0.0586053 2.02569e-05
-0.07 0.37 0.0549082 1.88916e-05
-0.07 0.38 0.0511109 1.7508e-05
-0.07 0.39 0.0472135 1.61076e-05
-0.07 0.4 0.0432157 1.46918e-05
-0.07 0.41 0.0391178 1.32619e-05
-0.07 0.42 0.0349196 1.18194e-05
-0.07 0.43 0.0306211 1.03658e-05
-0.07 0.44 0.0262225 8.90239e-06
-0.07 0.45 0.0217236 7.43075e-06
-0.07 0.46 0.0171244 5.9523e-06
-0.07 0.47 0.0124251 4.46853e-06
-0.07 0.48 0.00762543 2.9809e-06
-0.07 0.49 0.00272556 1.49089e-06

-0.06 -0.5 0.00223574 -0
-0.06 -0.49 0.00713608 1.48388e-06
-0.06 -0.48 0.0119367 2.96573e-06
-0.06 -0.47 0.0166375 4.44411e-06
-0.06 -0.46 0.0212386 5.91757e-06
-0.06 -0.45 0.0257399 7.38467e-06
-0.06 -0.44 0.0301414 8.84398e-06
-0.06 -0.43 0.0344432 1.02941e-05
-0.06 -0.42 0.0386452 1.17335e-05
-0.06 -0.41 0.0427475 1.31609e-05
-0.06 -0.4 0.04675 1.45749e-05
-0.06 -0.39 0.0506527 1.59741e-05
-0.06 -0.38 0.0544556 1.7357e-05
-0.06 -0.37 0.0581588 1.87225e-05
-0.06 -0.36 0.0617621 2.00691e-05
-0.06 -0.35 0.0652657 2.13955e-05
-0.06 -0.34 0.0686695 2.27004e-05
-0.06 -0.33 0.0719735 2.39826e-05
-0.06 -0.32 0.0751778 2.52407e-05
-0.06 -0.31 0.0782822 2.64737e-05
-0.06 -0.3 0.0812868 2.76802e-05
-0.06 -0.29 0.0841916 2.88591e-05
-0.06 -0.28 0.0869966 3.00093e-05
-0.06 -0.27 0.0897018 3.11296e-05
-0.06 -0.26 0.0923071 3.22189e-05
-0.06 -0.25 0.0948126 3.32762e-05
-0.06 -0.24 0.0972183 3.43004e-05
-0.06 -0.23 0.0995242 3.52906e-05
-0.06 -0.22 0.10173 3.62457e-05
-0.06 -0.21 0.103836 3.71648e-05
-0.06 -0.2 0.105843 3.80471e-05
-0.06 -0.19 0.107749 3.88917e-05
-0.06 -0.18 0.109556 3.96978e-05
-0.06 -0.17 0.111262 4.04645e-05
-0.06 -0.16 0.112869 4.11911e-05
-0.06 -0.15 0.114376 4.1877e-05
